adb server is out of date.  killing...
03-21 23:37:46.188 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.188 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.189 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.189 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.189 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.190 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.190 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.191 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.191 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.191 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.191 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.192 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.193 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.193 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.193 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.193 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.193 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.194 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.195 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.195 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.195 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.195 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.195 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.196 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.197 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.197 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.198 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.198 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.198 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.198 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.199 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.199 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.200 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.200 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.200 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.201 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.201 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.201 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.202 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.202 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.202 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.203 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.203 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.203 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.204 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.204 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.204 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.205 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.206 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.206 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.206 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.206 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.206 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.207 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.208 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.208 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.209 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.209 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.209 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.210 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.210 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.210 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.211 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.211 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.211 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.212 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.212 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.213 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.213 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.213 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.213 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.214 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.215 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.215 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.216 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.216 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.216 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.223 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.224 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.224 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.224  2389  2407 I system_server: This is non sticky GC, maxfree is 33554432 minfree is 8388608
03-21 23:37:46.224  2389  2407 I system_server: Background concurrent copying GC freed 10MB AllocSpace bytes, 3(60KB) LOS objects, 48% free, 103MB/199MB, paused 68us,204us total 186.141ms
03-21 23:37:46.225 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.225 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.225 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.225  2389  2408 I BpBinder: onLastStrongRef automatically unlinking death recipients: 
03-21 23:37:46.226 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.229 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.229 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.230 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.230 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.230 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.232 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.235 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.235 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.236 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.236 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.236 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.238 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.240 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.240 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.241 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.241 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.241 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.243 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.244 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.244 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.245 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.245 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.245 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.246 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.247 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.247 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.248 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.248 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.248 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.249 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.251 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.251 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.252 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.252 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.252 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.253 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.254 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.255 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.255 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.255 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.255 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.256 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.257 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.257 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.258 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.258 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.258 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.259 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.260 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.260 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.261 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.261 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.261 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.262 28869 31679 I ScanManager: msg.what = MSG_REVERT_SCAN_MODE_UPGRADE, msg.arg1 = None
03-21 23:37:46.262 28869 31679 D ScanManager: processBeforeScanModeChange: 1 -> 0
03-21 23:37:46.262 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.262 28869 31679 D ScanManager: track LE scan event: callerPackage = [com.xiaomi.mi_connect_service], scanMode = [1], reportDelayMillis = [0], behavior = [3], scannerId = [2], duration = [6002]
03-21 23:37:46.262 28869 31553 D BT_OneTrack_I/F: region:CN
03-21 23:37:46.263 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.263 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.265 28869 31679 D ScanManager: track LE scan event: callerPackage = [com.xiaomi.mi_connect_service], scanMode = [0], reportDelayMillis = [0], behavior = [1], scannerId = [2], duration = [0]
03-21 23:37:46.265 28869 31679 D ScanManager: scanMode upgrade is reverted to SCAN_MODE_LOW_POWER for  [ScanClient scanModeApp 0 scanModeUsed 0 scannerId 2 [appScanStats android.uid.system:1000]]
03-21 23:37:46.265 28869 31679 D ScanManager: configureRegularScanParams() - queue=4
03-21 23:37:46.265 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.265 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.265 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.266 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.268 28869 31679 I bt_shim_scanner: system/main/shim/le_scanning_manager.cc:153 Scan: in shim layer stopped
03-21 23:37:46.268  2389  5103 D ActivityManager: Logging startService for com.miui.analytics, stopped=false, firstLaunch=false, intent=Intent { act=onetrack.action.TRACK_EVENT flg=0x2 xflg=0x4 pkg=com.miui.analytics (has extras) }, r.app=ProcessRecord{ece2efd 9801:com.miui.analytics/u0a145}
03-21 23:37:46.268 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
